timestamp,open,high,low,close,volume,close_time,quote_asset_volume,trades,taker_buy_base,taker_buy_quote,ignore,timestamp_local
2025-10-22 19:55:00+00:00,3804.92,3811.58,3784.92,3804.57,1820.3876,2025-10-22 21:59:59.999000+02:00,6910080.34364800,4911,942.65650000,3578376.55658900,0,2025-10-22 21:55:00+02:00
2025-10-22 20:00:00+00:00,3805.22,3811.29,3795.55,3795.55,684.4107,2025-10-22 22:04:59.999000+02:00,2605376.45369200,2788,271.08480000,1032017.55227700,0,2025-10-22 22:00:00+02:00
2025-10-22 20:05:00+00:00,3795.63,3805.75,3794.94,3802.95,325.232,2025-10-22 22:09:59.999000+02:00,1235366.88114300,1860,234.62690000,891214.19299900,0,2025-10-22 22:05:00+02:00
2025-10-22 20:10:00+00:00,3802.75,3806.6,3798.01,3798.01,184.1157,2025-10-22 22:14:59.999000+02:00,699996.88100700,1455,95.74340000,363990.59936700,0,2025-10-22 22:10:00+02:00
2025-10-22 20:15:00+00:00,3798.33,3798.57,3786.01,3787.56,488.4857,2025-10-22 22:19:59.999000+02:00,1851270.36974300,2021,111.59800000,422888.45282100,0,2025-10-22 22:15:00+02:00
2025-10-22 20:20:00+00:00,3787.6,3790.67,3777.54,3787.89,800.0687,2025-10-22 22:24:59.999000+02:00,3028534.94596300,2684,323.70450000,1225651.17692300,0,2025-10-22 22:20:00+02:00
2025-10-22 20:25:00+00:00,3787.89,3789.88,3782.46,3784.94,360.1478,2025-10-22 22:29:59.999000+02:00,1363586.43145400,1445,130.06250000,492492.35882900,0,2025-10-22 22:25:00+02:00
2025-10-22 20:30:00+00:00,3784.62,3792.28,3770.01,3786.16,1626.7014,2025-10-22 22:34:59.999000+02:00,6152211.95429500,3858,1083.42620000,4098551.14024200,0,2025-10-22 22:30:00+02:00
2025-10-22 20:35:00+00:00,3785.93,3802.62,3782.77,3801.41,524.048,2025-10-22 22:39:59.999000+02:00,1988764.85256800,2356,371.19860000,1408914.12525700,0,2025-10-22 22:35:00+02:00
2025-10-22 20:40:00+00:00,3801.42,3802.85,3797.41,3801.65,458.1787,2025-10-22 22:44:59.999000+02:00,1741451.42519000,1561,167.78030000,637754.80346500,0,2025-10-22 22:40:00+02:00
2025-10-22 20:45:00+00:00,3801.63,3801.63,3793.31,3794.21,269.3763,2025-10-22 22:49:59.999000+02:00,1022823.12762700,1474,73.09670000,277506.03448100,0,2025-10-22 22:45:00+02:00
2025-10-22 20:50:00+00:00,3794.16,3796.0,3783.36,3783.42,533.5673,2025-10-22 22:54:59.999000+02:00,2022167.41209300,1915,214.39330000,812630.32400800,0,2025-10-22 22:50:00+02:00
2025-10-22 20:55:00+00:00,3783.42,3787.65,3771.96,3782.34,893.7104,2025-10-22 22:59:59.999000+02:00,3379126.25145700,2746,338.09800000,1278481.88753100,0,2025-10-22 22:55:00+02:00
2025-10-22 21:00:00+00:00,3782.06,3783.29,3747.36,3768.7,4459.6026,2025-10-22 23:04:59.999000+02:00,16807104.09979700,9546,2349.34290000,8853048.95879500,0,2025-10-22 23:00:00+02:00
2025-10-22 21:05:00+00:00,3768.69,3770.14,3758.29,3765.31,727.6765,2025-10-22 23:09:59.999000+02:00,2740171.89341400,3390,330.96000000,1246459.09349700,0,2025-10-22 23:05:00+02:00
2025-10-22 21:10:00+00:00,3765.3,3767.16,3707.3,3744.09,5891.3623,2025-10-22 23:14:59.999000+02:00,21978108.25468600,12595,2478.77600000,9249530.24557000,0,2025-10-22 23:10:00+02:00
2025-10-22 21:15:00+00:00,3744.09,3753.99,3733.79,3746.4,2146.43,2025-10-22 23:19:59.999000+02:00,8044400.84126700,5224,1557.63030000,5838314.72948100,0,2025-10-22 23:15:00+02:00
2025-10-22 21:20:00+00:00,3746.26,3754.24,3734.18,3739.34,3254.7741,2025-10-22 23:24:59.999000+02:00,12190724.70153700,5888,1034.57930000,3876311.64255000,0,2025-10-22 23:20:00+02:00
2025-10-22 21:25:00+00:00,3739.33,3739.67,3722.44,3724.56,1358.3035,2025-10-22 23:29:59.999000+02:00,5066611.65797900,3812,669.59570000,2497156.41747600,0,2025-10-22 23:25:00+02:00
2025-10-22 21:30:00+00:00,3724.31,3744.89,3720.28,3732.24,618.0323,2025-10-22 23:34:59.999000+02:00,2308920.78707900,2668,368.04880000,1375290.24264400,0,2025-10-22 23:30:00+02:00
2025-10-22 21:35:00+00:00,3731.85,3742.23,3731.85,3740.52,264.9712,2025-10-22 23:39:59.999000+02:00,990458.71808400,1303,142.59890000,532993.36549500,0,2025-10-22 23:35:00+02:00
2025-10-22 21:40:00+00:00,3740.61,3749.66,3738.42,3742.61,373.4169,2025-10-22 23:44:59.999000+02:00,1398211.27987600,1514,239.48790000,896695.86327200,0,2025-10-22 23:40:00+02:00
2025-10-22 21:45:00+00:00,3742.61,3757.68,3742.6,3748.35,311.4613,2025-10-22 23:49:59.999000+02:00,1168266.96947100,1686,166.22350000,623545.71319900,0,2025-10-22 23:45:00+02:00
2025-10-22 21:50:00+00:00,3748.5,3753.66,3740.0,3750.57,376.8449,2025-10-22 23:54:59.999000+02:00,1412276.28717100,1798,190.84170000,715322.44959400,0,2025-10-22 23:50:00+02:00
2025-10-22 21:55:00+00:00,3750.58,3757.73,3739.12,3745.01,1002.9413,2025-10-22 23:59:59.999000+02:00,3760389.05131500,2667,482.59750000,1809391.69364800,0,2025-10-22 23:55:00+02:00
2025-10-22 22:00:00+00:00,3745.35,3757.14,3742.2,3751.85,787.0002,2025-10-23 00:04:59.999000+02:00,2952026.16798500,2700,454.47670000,1704729.38981100,0,2025-10-23 00:00:00+02:00
2025-10-22 22:05:00+00:00,3751.81,3762.61,3744.45,3759.38,903.5635,2025-10-23 00:09:59.999000+02:00,3392930.28408700,2786,572.08360000,2147848.01772700,0,2025-10-23 00:05:00+02:00
2025-10-22 22:10:00+00:00,3759.39,3763.1,3753.42,3759.63,893.86,2025-10-23 00:14:59.999000+02:00,3359975.14052000,2463,439.99470000,1654122.34164600,0,2025-10-23 00:10:00+02:00
2025-10-22 22:15:00+00:00,3759.41,3760.67,3749.64,3751.59,613.4708,2025-10-23 00:19:59.999000+02:00,2302509.39711700,2262,222.91650000,836620.69058000,0,2025-10-23 00:15:00+02:00
2025-10-22 22:20:00+00:00,3751.58,3751.58,3735.0,3747.44,492.6348,2025-10-23 00:24:59.999000+02:00,1844966.76588000,1975,209.14600000,783226.28442400,0,2025-10-23 00:20:00+02:00
2025-10-22 22:25:00+00:00,3747.9,3747.9,3737.0,3738.8,346.8078,2025-10-23 00:29:59.999000+02:00,1297638.18860500,1893,156.87790000,587073.77934900,0,2025-10-23 00:25:00+02:00
2025-10-22 22:30:00+00:00,3738.79,3746.92,3738.27,3745.77,485.6519,2025-10-23 00:34:59.999000+02:00,1817505.02861000,2471,273.89350000,1025014.54490300,0,2025-10-23 00:30:00+02:00
2025-10-22 22:35:00+00:00,3745.75,3749.76,3737.21,3742.2,352.9243,2025-10-23 00:39:59.999000+02:00,1321184.09634000,2149,211.51020000,791724.89758200,0,2025-10-23 00:35:00+02:00
2025-10-22 22:40:00+00:00,3742.2,3756.12,3742.2,3753.16,316.4047,2025-10-23 00:44:59.999000+02:00,1186971.65516800,1567,195.66750000,733832.27081200,0,2025-10-23 00:40:00+02:00
2025-10-22 22:45:00+00:00,3753.24,3757.44,3744.45,3746.94,830.657,2025-10-23 00:49:59.999000+02:00,3114670.53035800,1974,575.48930000,2157325.19330800,0,2025-10-23 00:45:00+02:00
2025-10-22 22:50:00+00:00,3746.63,3753.11,3741.64,3751.89,570.1903,2025-10-23 00:54:59.999000+02:00,2137732.98372700,2077,375.53020000,1407767.58458100,0,2025-10-23 00:50:00+02:00
2025-10-22 22:55:00+00:00,3751.88,3755.77,3748.25,3753.21,523.6696,2025-10-23 00:59:59.999000+02:00,1964817.36218100,1642,383.89500000,1440388.67816100,0,2025-10-23 00:55:00+02:00
2025-10-22 23:00:00+00:00,3753.1,3772.57,3751.5,3770.32,1197.7034,2025-10-23 01:04:59.999000+02:00,4509098.11328000,3306,944.74740000,3556929.88999800,0,2025-10-23 01:00:00+02:00
2025-10-22 23:05:00+00:00,3770.42,3776.04,3768.25,3772.46,773.4289,2025-10-23 01:09:59.999000+02:00,2917170.35097300,2332,469.53720000,1770854.24075100,0,2025-10-23 01:05:00+02:00
2025-10-22 23:10:00+00:00,3772.46,3776.23,3771.66,3773.84,273.4391,2025-10-23 01:14:59.999000+02:00,1031948.43027600,1293,144.43430000,545094.14456200,0,2025-10-23 01:10:00+02:00
2025-10-22 23:15:00+00:00,3773.7,3785.7,3773.01,3784.78,511.521,2025-10-23 01:19:59.999000+02:00,1933439.50183400,2421,392.80260000,1484894.20004900,0,2025-10-23 01:15:00+02:00
2025-10-22 23:20:00+00:00,3784.78,3785.29,3780.36,3783.81,290.4723,2025-10-23 01:24:59.999000+02:00,1098856.21711100,1252,177.79520000,672603.68205300,0,2025-10-23 01:20:00+02:00
2025-10-22 23:25:00+00:00,3783.81,3810.85,3782.25,3796.42,2022.0991,2025-10-23 01:29:59.999000+02:00,7679267.36318400,4780,1312.14050000,4981541.30181300,0,2025-10-23 01:25:00+02:00
2025-10-22 23:30:00+00:00,3796.52,3817.43,3796.52,3808.98,1270.385,2025-10-23 01:34:59.999000+02:00,4839479.08871500,3354,815.17180000,3104728.76938600,0,2025-10-23 01:30:00+02:00
2025-10-22 23:35:00+00:00,3808.99,3813.6,3804.76,3805.25,385.8619,2025-10-23 01:39:59.999000+02:00,1469654.64469600,1480,240.03170000,914376.36325700,0,2025-10-23 01:35:00+02:00
2025-10-22 23:40:00+00:00,3805.33,3805.33,3796.35,3796.72,150.7617,2025-10-23 01:44:59.999000+02:00,572814.77140200,1117,80.85840000,307215.09400200,0,2025-10-23 01:40:00+02:00
2025-10-22 23:45:00+00:00,3796.72,3806.04,3796.72,3803.99,298.0286,2025-10-23 01:49:59.999000+02:00,1132918.66313700,1559,215.63710000,819644.38619700,0,2025-10-23 01:45:00+02:00
2025-10-22 23:50:00+00:00,3803.69,3805.13,3799.93,3803.1,199.7079,2025-10-23 01:54:59.999000+02:00,759318.02439500,1251,152.35350000,579286.48011200,0,2025-10-23 01:50:00+02:00
2025-10-22 23:55:00+00:00,3803.09,3812.47,3799.9,3806.18,510.9628,2025-10-23 01:59:59.999000+02:00,1944596.08628600,1793,385.11940000,1465639.70912000,0,2025-10-23 01:55:00+02:00
2025-10-23 00:00:00+00:00,3806.32,3807.16,3797.1,3805.2,585.6677,2025-10-23 02:04:59.999000+02:00,2227462.43410700,1952,423.92690000,1612329.47901600,0,2025-10-23 02:00:00+02:00
2025-10-23 00:05:00+00:00,3805.05,3812.6,3803.67,3809.26,319.1426,2025-10-23 02:09:59.999000+02:00,1215480.61470600,1026,242.52010000,923636.79450200,0,2025-10-23 02:05:00+02:00
2025-10-23 00:10:00+00:00,3809.06,3812.48,3802.77,3812.48,219.0478,2025-10-23 02:14:59.999000+02:00,834016.19249500,1275,111.56180000,424815.67066400,0,2025-10-23 02:10:00+02:00
2025-10-23 00:15:00+00:00,3812.47,3820.35,3810.64,3820.34,600.1581,2025-10-23 02:19:59.999000+02:00,2290203.57193300,2000,463.45970000,1768621.62821100,0,2025-10-23 02:15:00+02:00
2025-10-23 00:20:00+00:00,3820.34,3820.34,3806.27,3809.19,270.4316,2025-10-23 02:24:59.999000+02:00,1030530.48694500,1678,103.03350000,392724.34932300,0,2025-10-23 02:20:00+02:00
2025-10-23 00:25:00+00:00,3809.38,3809.38,3803.53,3807.99,281.2355,2025-10-23 02:29:59.999000+02:00,1070526.14222700,1278,128.21280000,487964.22339000,0,2025-10-23 02:25:00+02:00
2025-10-23 00:30:00+00:00,3808.12,3817.05,3806.48,3817.05,221.7092,2025-10-23 02:34:59.999000+02:00,844937.58541300,1425,109.35700000,416811.15285200,0,2025-10-23 02:30:00+02:00
2025-10-23 00:35:00+00:00,3817.05,3817.6,3813.46,3815.56,203.5339,2025-10-23 02:39:59.999000+02:00,776590.62826000,1327,138.43490000,528207.97420500,0,2025-10-23 02:35:00+02:00
2025-10-23 00:40:00+00:00,3815.7,3815.73,3804.93,3808.54,5064.5705,2025-10-23 02:44:59.999000+02:00,19274911.92312000,3203,4008.26540000,15252538.62378600,0,2025-10-23 02:40:00+02:00
2025-10-23 00:45:00+00:00,3808.54,3812.5,3805.06,3811.04,404.9342,2025-10-23 02:49:59.999000+02:00,1542238.73222400,1497,169.05790000,643878.45879500,0,2025-10-23 02:45:00+02:00
2025-10-23 00:50:00+00:00,3810.99,3820.58,3810.27,3820.0,576.8606,2025-10-23 02:54:59.999000+02:00,2202049.30957600,1908,370.60060000,1414732.61953900,0,2025-10-23 02:50:00+02:00
2025-10-23 00:55:00+00:00,3820.0,3822.96,3814.33,3815.98,628.8176,2025-10-23 02:59:59.999000+02:00,2401739.48062000,1582,358.21910000,1368222.09229100,0,2025-10-23 02:55:00+02:00
2025-10-23 01:00:00+00:00,3815.97,3820.35,3815.35,3818.95,229.5638,2025-10-23 03:04:59.999000+02:00,876304.68255900,1515,152.62440000,582561.48942800,0,2025-10-23 03:00:00+02:00
2025-10-23 01:05:00+00:00,3818.94,3818.94,3814.02,3814.02,248.0184,2025-10-23 03:09:59.999000+02:00,946572.58409900,1759,129.56790000,494510.55074400,0,2025-10-23 03:05:00+02:00
2025-10-23 01:10:00+00:00,3813.89,3836.59,3813.32,3828.58,1048.2704,2025-10-23 03:14:59.999000+02:00,4011973.01178400,3646,705.35820000,2699597.89900900,0,2025-10-23 03:10:00+02:00
2025-10-23 01:15:00+00:00,3828.44,3835.37,3819.43,3821.33,895.9664,2025-10-23 03:19:59.999000+02:00,3428957.06871800,2422,392.28230000,1501447.80562700,0,2025-10-23 03:15:00+02:00
2025-10-23 01:20:00+00:00,3821.32,3823.8,3813.17,3816.96,603.9003,2025-10-23 03:24:59.999000+02:00,2304998.31738400,1987,223.48610000,853050.89944400,0,2025-10-23 03:20:00+02:00
2025-10-23 01:25:00+00:00,3816.8,3821.39,3814.96,3821.38,222.9154,2025-10-23 03:29:59.999000+02:00,850850.75096500,1484,99.20890000,378716.06217000,0,2025-10-23 03:25:00+02:00
2025-10-23 01:30:00+00:00,3821.38,3828.14,3819.96,3826.95,264.5106,2025-10-23 03:34:59.999000+02:00,1011654.27788800,1966,174.51440000,667498.71799000,0,2025-10-23 03:30:00+02:00
2025-10-23 01:35:00+00:00,3826.9,3826.9,3819.51,3822.03,413.7397,2025-10-23 03:39:59.999000+02:00,1581507.64816400,1695,147.18130000,562511.87716000,0,2025-10-23 03:35:00+02:00
2025-10-23 01:40:00+00:00,3822.03,3827.69,3819.2,3826.1,203.3822,2025-10-23 03:44:59.999000+02:00,777660.15011400,1316,160.02000000,611910.73795200,0,2025-10-23 03:40:00+02:00
2025-10-23 01:45:00+00:00,3826.0,3829.64,3821.71,3822.65,382.6604,2025-10-23 03:49:59.999000+02:00,1464078.49208100,1575,133.38010000,510337.65328700,0,2025-10-23 03:45:00+02:00
2025-10-23 01:50:00+00:00,3822.63,3824.59,3821.21,3823.33,133.418,2025-10-23 03:54:59.999000+02:00,510114.96528800,1155,63.01840000,240928.34550500,0,2025-10-23 03:50:00+02:00
2025-10-23 01:55:00+00:00,3823.4,3824.25,3821.52,3822.51,167.958,2025-10-23 03:59:59.999000+02:00,642163.58722400,1020,48.15890000,184118.11829000,0,2025-10-23 03:55:00+02:00
2025-10-23 02:00:00+00:00,3822.51,3822.89,3818.18,3819.86,142.4122,2025-10-23 04:04:59.999000+02:00,544069.56162000,1253,74.71510000,285438.25416000,0,2025-10-23 04:00:00+02:00
2025-10-23 02:05:00+00:00,3819.84,3819.84,3816.06,3819.8,82.7219,2025-10-23 04:09:59.999000+02:00,315806.85440700,1149,48.44470000,184954.24991000,0,2025-10-23 04:05:00+02:00
2025-10-23 02:10:00+00:00,3819.8,3823.35,3819.58,3822.13,104.0131,2025-10-23 04:14:59.999000+02:00,397489.72744600,1078,31.59930000,120733.21383700,0,2025-10-23 04:10:00+02:00
2025-10-23 02:15:00+00:00,3822.11,3827.1,3822.11,3826.98,115.3737,2025-10-23 04:19:59.999000+02:00,441265.17708900,1052,36.36740000,139110.50501500,0,2025-10-23 04:15:00+02:00
2025-10-23 02:20:00+00:00,3826.98,3829.54,3826.63,3827.88,146.4714,2025-10-23 04:24:59.999000+02:00,560721.00616000,948,101.92460000,390190.52143400,0,2025-10-23 04:20:00+02:00
2025-10-23 02:25:00+00:00,3827.76,3828.75,3825.01,3827.16,134.8339,2025-10-23 04:29:59.999000+02:00,516006.03939200,912,51.21860000,195981.80904600,0,2025-10-23 04:25:00+02:00
2025-10-23 02:30:00+00:00,3827.19,3831.89,3827.19,3830.69,206.0701,2025-10-23 04:34:59.999000+02:00,789185.72321300,1475,117.72260000,450827.55546200,0,2025-10-23 04:30:00+02:00
2025-10-23 02:35:00+00:00,3830.69,3835.49,3828.81,3831.05,228.1075,2025-10-23 04:39:59.999000+02:00,874287.36273400,1551,152.09440000,582949.42457500,0,2025-10-23 04:35:00+02:00
2025-10-23 02:40:00+00:00,3831.0,3833.6,3830.61,3831.66,100.0692,2025-10-23 04:44:59.999000+02:00,383446.24441000,1104,41.83430000,160300.28956200,0,2025-10-23 04:40:00+02:00
2025-10-23 02:45:00+00:00,3831.8,3832.09,3822.29,3824.95,641.3028,2025-10-23 04:49:59.999000+02:00,2453741.26660200,1744,151.18400000,578246.37621600,0,2025-10-23 04:45:00+02:00
2025-10-23 02:50:00+00:00,3824.99,3825.08,3821.87,3822.34,235.2267,2025-10-23 04:54:59.999000+02:00,899331.28148400,1332,75.37480000,288199.87411500,0,2025-10-23 04:50:00+02:00
2025-10-23 02:55:00+00:00,3822.3,3826.76,3820.41,3826.76,279.6822,2025-10-23 04:59:59.999000+02:00,1069516.58184300,1339,181.98110000,695917.41971400,0,2025-10-23 04:55:00+02:00
2025-10-23 03:00:00+00:00,3826.83,3830.36,3824.72,3829.41,88.8209,2025-10-23 05:04:59.999000+02:00,339911.32395500,1360,44.77430000,171369.83871100,0,2025-10-23 05:00:00+02:00
2025-10-23 03:05:00+00:00,3829.41,3831.44,3825.56,3827.84,233.7916,2025-10-23 05:09:59.999000+02:00,895028.84270300,1394,77.65450000,297296.80484500,0,2025-10-23 05:05:00+02:00
2025-10-23 03:10:00+00:00,3827.76,3829.13,3825.22,3825.3,136.8049,2025-10-23 05:14:59.999000+02:00,523646.38797000,993,56.83970000,217566.48023800,0,2025-10-23 05:10:00+02:00
2025-10-23 03:15:00+00:00,3825.3,3832.78,3825.3,3832.7,220.5256,2025-10-23 05:19:59.999000+02:00,844186.56597800,1383,158.61290000,607128.32078200,0,2025-10-23 05:15:00+02:00
2025-10-23 03:20:00+00:00,3832.71,3835.51,3831.46,3831.85,141.1973,2025-10-23 05:24:59.999000+02:00,541362.08574900,1559,86.32740000,330983.65956300,0,2025-10-23 05:20:00+02:00
2025-10-23 03:25:00+00:00,3831.9,3834.39,3830.4,3834.03,295.7742,2025-10-23 05:29:59.999000+02:00,1133610.75804200,1572,152.44270000,584293.53964200,0,2025-10-23 05:25:00+02:00
2025-10-23 03:30:00+00:00,3834.13,3835.45,3831.8,3833.27,130.838,2025-10-23 05:34:59.999000+02:00,501599.74740000,1454,31.86720000,122174.80710500,0,2025-10-23 05:30:00+02:00
2025-10-23 03:35:00+00:00,3833.4,3836.12,3830.86,3830.86,181.4141,2025-10-23 05:39:59.999000+02:00,695509.31570500,1480,54.64790000,209511.84902400,0,2025-10-23 05:35:00+02:00
2025-10-23 03:40:00+00:00,3830.84,3831.4,3826.11,3826.76,133.7305,2025-10-23 05:44:59.999000+02:00,511919.45058700,1211,60.19750000,230437.86949600,0,2025-10-23 05:40:00+02:00
2025-10-23 03:45:00+00:00,3826.76,3827.37,3823.12,3826.06,86.6543,2025-10-23 05:49:59.999000+02:00,331493.35844000,1102,55.77240000,213334.74539100,0,2025-10-23 05:45:00+02:00
2025-10-23 03:50:00+00:00,3826.05,3830.68,3824.81,3830.62,80.1599,2025-10-23 05:54:59.999000+02:00,306851.38875100,802,54.34330000,208023.66995300,0,2025-10-23 05:50:00+02:00
2025-10-23 03:55:00+00:00,3830.62,3830.62,3826.49,3828.02,94.8187,2025-10-23 05:59:59.999000+02:00,363059.84028100,759,30.36490000,116242.00802500,0,2025-10-23 05:55:00+02:00
2025-10-23 04:00:00+00:00,3828.05,3835.53,3827.31,3831.05,259.0737,2025-10-23 06:04:59.999000+02:00,992504.82544900,1452,215.99880000,827418.53916300,0,2025-10-23 06:00:00+02:00
2025-10-23 04:05:00+00:00,3831.06,3831.38,3826.49,3826.49,109.5263,2025-10-23 06:09:59.999000+02:00,419405.57752600,1169,41.70020000,159713.74967500,0,2025-10-23 06:05:00+02:00
2025-10-23 04:10:00+00:00,3826.49,3827.83,3822.82,3824.3,337.7063,2025-10-23 06:14:59.999000+02:00,1291725.74141300,1094,108.02130000,413241.81100600,0,2025-10-23 06:10:00+02:00
2025-10-23 04:15:00+00:00,3824.3,3829.28,3824.1,3829.28,179.1237,2025-10-23 06:19:59.999000+02:00,685351.87887800,1419,56.59920000,216600.03689800,0,2025-10-23 06:15:00+02:00
2025-10-23 04:20:00+00:00,3829.49,3835.46,3829.33,3833.41,172.7164,2025-10-23 06:24:59.999000+02:00,662003.41782600,1179,62.07940000,237891.92324300,0,2025-10-23 06:20:00+02:00
2025-10-23 04:25:00+00:00,3833.7,3834.05,3831.03,3831.3,89.4621,2025-10-23 06:29:59.999000+02:00,342872.88064400,663,16.97400000,65062.61914300,0,2025-10-23 06:25:00+02:00
2025-10-23 04:30:00+00:00,3831.3,3831.74,3826.34,3829.73,205.3507,2025-10-23 06:34:59.999000+02:00,786415.03031400,997,156.95460000,601070.55432000,0,2025-10-23 06:30:00+02:00
2025-10-23 04:35:00+00:00,3829.73,3835.0,3828.3,3834.91,148.5166,2025-10-23 06:39:59.999000+02:00,568979.75273600,1000,98.60630000,377794.69835100,0,2025-10-23 06:35:00+02:00
2025-10-23 04:40:00+00:00,3834.77,3849.33,3834.77,3845.64,1339.6366,2025-10-23 06:44:59.999000+02:00,5149444.57722000,5344,895.79090000,3442692.83268600,0,2025-10-23 06:40:00+02:00
2025-10-23 04:45:00+00:00,3845.9,3847.34,3839.37,3840.19,472.5055,2025-10-23 06:49:59.999000+02:00,1815892.42102200,1412,132.92150000,510904.98736500,0,2025-10-23 06:45:00+02:00
2025-10-23 04:50:00+00:00,3840.2,3842.74,3836.97,3837.51,188.6202,2025-10-23 06:54:59.999000+02:00,724293.23047900,1235,62.16870000,238754.69136800,0,2025-10-23 06:50:00+02:00
2025-10-23 04:55:00+00:00,3837.4,3840.71,3836.71,3837.2,190.7539,2025-10-23 06:59:59.999000+02:00,732219.93465500,841,134.32460000,515603.08074100,0,2025-10-23 06:55:00+02:00
2025-10-23 05:00:00+00:00,3837.2,3840.4,3837.01,3837.01,71.9056,2025-10-23 07:04:59.999000+02:00,276067.36809900,1037,29.58370000,113573.01077600,0,2025-10-23 07:00:00+02:00
2025-10-23 05:05:00+00:00,3837.01,3842.03,3836.17,3842.01,221.8146,2025-10-23 07:09:59.999000+02:00,851460.80182400,1470,97.45290000,374212.86692000,0,2025-10-23 07:05:00+02:00
2025-10-23 05:10:00+00:00,3842.01,3844.64,3840.91,3843.61,201.8037,2025-10-23 07:14:59.999000+02:00,775534.76262300,1115,90.63520000,348299.49617100,0,2025-10-23 07:10:00+02:00
2025-10-23 05:15:00+00:00,3843.5,3844.9,3841.19,3844.34,60.8713,2025-10-23 07:19:59.999000+02:00,233937.61564200,673,43.07580000,165544.43449600,0,2025-10-23 07:15:00+02:00
2025-10-23 05:20:00+00:00,3844.27,3844.87,3839.92,3840.94,94.638,2025-10-23 07:24:59.999000+02:00,363529.35698500,693,10.04720000,38590.31278500,0,2025-10-23 07:20:00+02:00
2025-10-23 05:25:00+00:00,3840.99,3842.91,3839.08,3842.51,163.963,2025-10-23 07:29:59.999000+02:00,629771.94284000,582,40.04150000,153799.73623300,0,2025-10-23 07:25:00+02:00
2025-10-23 05:30:00+00:00,3842.51,3843.47,3839.89,3843.14,211.2171,2025-10-23 07:34:59.999000+02:00,811494.01781800,1275,91.11580000,350057.17501100,0,2025-10-23 07:30:00+02:00
2025-10-23 05:35:00+00:00,3843.14,3843.14,3839.81,3840.15,127.7844,2025-10-23 07:39:59.999000+02:00,490841.69147800,1091,62.68580000,240755.00240800,0,2025-10-23 07:35:00+02:00
2025-10-23 05:40:00+00:00,3840.11,3840.24,3838.24,3838.24,127.2134,2025-10-23 07:44:59.999000+02:00,488397.46047900,854,104.52260000,401285.71524100,0,2025-10-23 07:40:00+02:00
2025-10-23 05:45:00+00:00,3838.24,3843.21,3836.3,3842.55,415.4597,2025-10-23 07:49:59.999000+02:00,1595252.70630300,2108,243.74780000,936148.49505000,0,2025-10-23 07:45:00+02:00
2025-10-23 05:50:00+00:00,3842.5,3852.13,3840.61,3850.66,769.2861,2025-10-23 07:54:59.999000+02:00,2959453.25134700,2887,581.51780000,2236869.27793400,0,2025-10-23 07:50:00+02:00
2025-10-23 05:55:00+00:00,3850.65,3850.94,3848.32,3849.3,453.3654,2025-10-23 07:59:59.999000+02:00,1745328.53594800,1926,212.80970000,819207.16319400,0,2025-10-23 07:55:00+02:00
2025-10-23 06:00:00+00:00,3849.3,3850.18,3845.41,3846.08,296.6365,2025-10-23 08:04:59.999000+02:00,1141401.83893600,1240,157.67030000,606677.90723400,0,2025-10-23 08:00:00+02:00
2025-10-23 06:05:00+00:00,3846.08,3854.98,3845.53,3851.22,453.232,2025-10-23 08:09:59.999000+02:00,1745033.55693300,2955,209.02660000,804778.79915200,0,2025-10-23 08:05:00+02:00
2025-10-23 06:10:00+00:00,3851.55,3856.3,3849.73,3855.84,402.1754,2025-10-23 08:14:59.999000+02:00,1549301.96682300,1819,205.18240000,790452.78828200,0,2025-10-23 08:10:00+02:00
2025-10-23 06:15:00+00:00,3855.84,3888.88,3855.71,3874.9,2455.8188,2025-10-23 08:19:59.999000+02:00,9513917.15392800,7945,1530.52660000,5927023.24036700,0,2025-10-23 08:15:00+02:00
2025-10-23 06:20:00+00:00,3874.91,3885.1,3869.47,3876.06,719.5911,2025-10-23 08:24:59.999000+02:00,2789271.98492000,3119,259.93690000,1008096.15785400,0,2025-10-23 08:20:00+02:00
2025-10-23 06:25:00+00:00,3876.1,3884.4,3875.2,3877.75,331.8504,2025-10-23 08:29:59.999000+02:00,1287408.97902300,2480,131.28000000,509380.67008900,0,2025-10-23 08:25:00+02:00
2025-10-23 06:30:00+00:00,3877.76,3883.88,3873.66,3873.8,686.6599,2025-10-23 08:34:59.999000+02:00,2663483.36248400,2134,214.78970000,833107.90710600,0,2025-10-23 08:30:00+02:00
2025-10-23 06:35:00+00:00,3873.66,3879.2,3872.6,3875.35,317.685,2025-10-23 08:39:59.999000+02:00,1231547.66537600,1852,158.53840000,614535.67361300,0,2025-10-23 08:35:00+02:00
2025-10-23 06:40:00+00:00,3875.5,3884.99,3875.5,3881.29,349.4103,2025-10-23 08:44:59.999000+02:00,1356012.41822800,1744,172.47740000,669315.62057700,0,2025-10-23 08:40:00+02:00
2025-10-23 06:45:00+00:00,3881.21,3891.33,3879.57,3886.31,764.458,2025-10-23 08:49:59.999000+02:00,2971367.77619300,2706,478.26450000,1858833.66520900,0,2025-10-23 08:45:00+02:00
2025-10-23 06:50:00+00:00,3886.31,3898.45,3885.5,3886.92,1134.3166,2025-10-23 08:54:59.999000+02:00,4413916.20885400,3665,593.85590000,2311360.50387000,0,2025-10-23 08:50:00+02:00
